Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Fat_Percentage,Water_Intake_liters,Workout_Frequency,Experience_Level,BMI,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga,Heart_Rate_Reserve,Calories_per_Hour,Hydration_Score
51,0,56.3,1.5,182,142,66,1.43,914.0,27.4,2.4,3,1,25.02,False,False,False,116,634.7222222222223,7.199999999999999
48,1,94.5,1.7,189,140,64,1.01,700.0,28.2,3.5,3,2,32.7,False,False,False,125,686.2745098039215,10.5
27,0,58.0,1.79,164,143,73,1.39,994.0,27.1,1.5,2,1,18.1,False,False,False,91,710.0,3.0
36,1,84.0,1.94,168,123,50,1.8,1218.0,11.2,3.5,5,3,22.32,True,False,False,118,672.92817679558,17.5
49,1,61.0,1.87,180,131,61,1.14,739.0,21.3,3.0,4,2,17.44,False,True,False,119,642.608695652174,12.0
18,0,64.8,1.53,170,141,54,1.98,1396.0,18.6,2.7,5,3,27.68,False,False,True,116,701.5075376884422,13.5
22,1,45.7,1.77,164,139,73,1.04,795.0,20.7,2.4,3,1,14.59,True,False,False,91,757.1428571428571,7.199999999999999
21,1,80.9,1.9,194,137,55,1.8,1356.0,11.7,3.5,4,3,22.41,False,False,True,139,749.171270718232,14.0
33,0,64.1,1.63,186,120,74,1.58,948.0,16.4,2.7,5,3,24.13,False,True,False,112,596.2264150943396,13.5
41,1,67.0,1.77,161,149,50,1.22,900.0,25.6,2.6,3,2,21.39,True,False,False,111,731.7073170731708,7.800000000000001
33,1,106.5,1.6,183,152,74,1.4,1170.0,27.3,3.3,4,2,41.6,False,True,False,109,829.7872340425532,13.2
19,1,95.1,1.85,190,143,50,1.21,952.0,25.3,2.3,4,2,27.79,False,False,True,140,780.327868852459,9.2
45,0,65.5,1.57,192,133,59,0.66,395.0,34.3,2.3,2,1,26.57,False,False,False,133,589.5522388059701,4.6
49,1,105.7,1.64,198,155,59,1.2,921.0,29.5,3.1,3,2,39.3,False,False,False,139,761.1570247933885,9.3
44,0,48.0,1.76,189,124,52,0.88,491.0,28.6,2.6,2,1,15.5,False,False,True,137,551.685393258427,5.2
37,0,69.5,1.5,196,130,66,0.69,448.0,32.8,2.4,2,1,30.89,False,False,False,130,640.0,4.8
41,1,66.1,1.69,187,143,68,0.77,545.0,27.4,3.4,2,1,23.14,False,False,True,119,698.7179487179487,6.8
29,1,68.0,1.7,190,150,60,0.76,627.0,28.9,2.9,2,1,23.53,True,False,False,130,814.2857142857142,5.8
52,1,50.3,1.78,170,132,67,0.85,555.0,24.5,2.3,2,1,15.88,True,False,False,103,645.3488372093024,4.6
50,0,69.3,1.68,182,135,51,1.2,729.0,30.3,2.0,2,1,24.55,True,False,False,131,602.4793388429753,4.0
50,1,86.7,1.63,161,143,58,1.7,1203.0,12.1,3.5,4,3,32.63,False,False,False,103,703.5087719298245,14.0
54,1,125.9,1.94,199,132,73,1.35,882.0,28.5,2.9,3,2,33.45,False,True,False,126,648.5294117647059,8.7
29,1,88.1,1.93,186,143,66,1.88,1479.0,11.1,3.5,5,3,23.65,False,False,False,120,782.5396825396825,17.5
20,1,124.3,1.82,194,145,63,1.25,997.0,22.4,3.2,3,2,37.53,False,False,False,131,791.2698412698412,9.600000000000001
18,1,62.0,1.85,161,121,53,0.88,586.0,23.7,3.0,3,1,18.12,False,True,False,108,658.4269662921348,9.0
50,0,69.7,1.72,198,135,66,1.24,753.0,27.3,2.0,4,2,23.56,False,True,False,132,602.4,8.0
57,0,60.9,1.52,196,157,66,1.31,926.0,30.6,1.8,3,2,26.36,False,True,False,130,701.5151515151515,5.4
27,1,76.5,1.97,180,165,61,1.13,1025.0,21.3,2.3,2,1,19.71,False,True,False,119,899.1228070175439,4.6
46,1,94.7,1.82,164,120,69,1.47,873.0,23.2,3.2,3,2,28.59,False,False,False,95,589.8648648648649,9.600000000000001
30,1,67.9,1.75,180,168,67,1.25,1155.0,29.1,3.1,2,1,22.17,False,False,True,113,916.6666666666666,6.2
29,1,121.1,1.87,188,130,52,1.31,937.0,24.1,3.2,4,2,34.63,True,False,False,136,709.8484848484848,12.8
48,0,71.5,1.64,179,154,60,1.46,1012.0,32.5,1.9,4,2,26.58,False,False,True,119,688.4353741496599,7.6
19,1,98.6,1.7,197,162,74,0.83,740.0,21.1,2.4,2,1,34.12,False,False,False,123,880.952380952381,4.8
52,0,68.2,1.63,179,148,67,1.17,779.0,27.5,2.4,3,1,25.67,False,True,False,112,660.1694915254237,7.199999999999999
40,0,57.7,1.69,184,156,53,1.18,920.0,33.1,2.4,4,2,20.2,True,False,False,131,773.109243697479,9.6
34,1,124.6,1.63,161,136,66,1.41,1055.0,27.6,2.8,3,2,46.9,True,False,False,95,742.9577464788733,8.399999999999999
43,0,73.0,1.59,191,158,67,1.31,931.0,28.9,2.2,3,1,28.88,False,False,True,124,705.3030303030303,6.6000000000000005
25,0,59.4,1.51,185,161,54,1.62,1304.0,19.8,2.7,5,3,26.05,False,False,False,131,800.0,13.5
46,0,52.0,1.65,165,147,63,0.7,463.0,34.1,1.9,2,1,19.1,False,False,False,102,652.112676056338,3.8
43,0,42.2,1.65,162,148,59,1.33,886.0,34.6,2.3,3,2,15.5,False,False,False,103,661.1940298507462,6.8999999999999995
27,1,89.3,1.64,192,162,64,1.82,1622.0,12.1,3.5,4,3,33.2,True,False,False,128,886.3387978142076,14.0
43,1,110.0,1.76,160,122,50,1.09,658.0,22.0,3.4,3,1,35.51,False,False,True,110,598.1818181818181,10.2
51,0,66.2,1.58,164,129,65,0.86,499.0,31.3,2.3,3,1,26.52,True,False,False,99,573.5632183908046,6.8999999999999995
58,1,58.6,1.66,172,161,60,1.21,964.0,26.8,2.9,2,1,21.27,True,False,False,112,790.1639344262295,5.8
24,1,51.0,1.67,178,133,72,0.97,710.0,21.3,2.8,3,1,18.29,False,True,False,106,724.4897959183673,8.399999999999999
21,1,101.5,1.95,171,131,69,0.97,699.0,27.9,3.1,3,1,26.69,False,False,True,102,713.265306122449,9.3
28,1,114.2,1.87,184,166,55,1.05,959.0,20.2,3.2,3,2,32.66,False,True,False,129,904.7169811320754,9.600000000000001
46,1,54.4,1.72,194,161,73,0.91,725.0,24.8,2.9,2,1,18.39,False,False,False,121,788.0434782608695,5.8
53,0,52.4,1.57,171,149,71,1.34,898.0,28.3,2.2,3,2,21.26,True,False,False,100,665.1851851851851,6.6000000000000005
42,1,85.2,1.81,189,151,65,1.54,1151.0,13.7,3.5,5,3,26.01,False,False,True,124,742.5806451612902,17.5
38,1,83.6,1.74,164,151,51,1.66,1379.0,11.6,3.5,5,3,27.61,False,False,False,113,825.748502994012,17.5
53,1,115.4,1.92,193,161,50,1.36,1084.0,28.3,2.2,4,2,31.3,False,False,True,143,791.2408759124087,8.8
27,1,71.2,1.97,181,151,73,0.74,615.0,25.9,3.6,3,1,18.35,True,False,False,108,820.0,10.8
54,0,78.1,1.6,198,145,73,1.1,718.0,32.9,2.4,4,2,30.51,False,False,True,125,646.8468468468468,9.6
26,0,54.2,1.65,172,120,58,1.07,642.0,34.9,1.9,4,2,19.91,False,False,False,114,594.4444444444445,7.6
41,0,77.6,1.76,162,161,71,1.27,920.0,31.8,2.2,4,2,25.05,False,True,False,91,718.75,8.8
52,0,44.1,1.62,179,121,61,1.41,768.0,34.8,1.6,3,1,16.8,True,False,False,118,540.8450704225353,4.800000000000001
52,1,85.5,1.8,190,136,66,1.7,1144.0,10.1,3.5,5,3,26.39,False,True,False,124,669.0058479532164,17.5
53,0,47.8,1.76,164,149,74,1.06,711.0,28.4,1.5,4,2,15.43,True,False,False,90,664.4859813084112,6.0
35,1,102.5,1.94,183,158,64,0.84,730.0,21.1,2.4,2,1,27.23,False,False,False,119,858.8235294117648,4.8
56,1,118.0,1.9,199,126,68,0.66,412.0,22.6,3.2,2,1,32.69,True,False,False,131,614.9253731343283,6.4
49,1,82.3,1.84,192,146,71,1.29,932.0,28.4,3.4,4,2,24.31,False,True,False,121,716.9230769230769,13.6
41,1,81.6,1.87,167,128,59,1.87,1185.0,10.2,3.5,5,3,23.33,True,False,False,108,630.3191489361702,17.5
40,1,60.2,1.88,183,141,61,1.22,946.0,25.2,3.0,3,2,17.03,False,False,False,122,769.1056910569106,9.0
49,0,49.2,1.54,179,153,63,1.28,881.0,30.7,2.1,3,2,20.75,True,False,False,116,682.9457364341085,6.300000000000001
54,0,46.6,1.5,175,165,58,1.38,1025.0,30.6,2.0,2,1,20.71,False,True,False,117,737.410071942446,4.0
29,0,68.7,1.72,171,168,62,1.08,907.0,29.8,1.7,4,2,23.22,False,False,False,109,832.1100917431193,6.8
30,0,60.6,1.55,172,120,52,1.3,780.0,32.9,1.6,3,2,25.22,False,True,False,120,595.4198473282443,4.800000000000001
40,1,52.1,1.61,198,128,70,0.87,612.0,21.3,3.3,2,1,20.1,True,False,False,128,695.4545454545455,6.6
42,0,46.6,1.77,184,139,63,0.61,382.0,28.1,2.6,2,1,14.87,False,False,True,121,616.1290322580645,5.2
52,1,65.5,1.74,191,138,70,1.48,1011.0,26.2,2.8,4,2,21.63,False,True,False,121,678.5234899328859,11.2
58,0,44.2,1.57,183,155,59,1.08,753.0,31.9,2.3,3,1,17.93,True,False,False,124,690.8256880733944,6.8999999999999995
47,1,89.1,1.84,168,159,65,1.44,1133.0,24.0,3.6,3,2,26.32,False,False,True,103,781.3793103448276,10.8
34,1,65.9,1.62,199,164,56,0.81,731.0,28.8,2.2,2,1,25.11,False,False,True,143,891.4634146341463,4.4
37,0,55.6,1.57,182,123,53,0.97,597.0,29.2,2.4,2,1,22.56,False,False,False,129,609.1836734693877,4.8
42,1,63.7,1.98,172,128,69,1.37,868.0,24.0,3.0,2,1,16.25,False,False,True,103,628.9855072463768,6.0
39,1,86.2,1.82,191,160,72,1.96,1725.0,10.2,3.5,5,3,26.02,False,True,False,119,875.6345177664974,17.5
30,0,59.2,1.63,174,141,74,1.85,1304.0,17.8,2.7,4,3,22.28,False,True,False,100,701.0752688172042,10.8
36,1,85.4,1.88,195,137,60,1.98,1492.0,13.5,3.5,5,3,24.16,False,False,True,135,749.748743718593,17.5
53,0,68.1,1.55,164,131,65,1.41,831.0,26.1,2.2,4,2,28.35,True,False,False,99,585.2112676056338,8.8
29,0,60.0,1.62,181,161,69,0.85,684.0,28.1,1.9,2,1,22.86,False,True,False,112,795.3488372093024,3.8
58,0,74.8,1.69,175,162,53,1.28,933.0,32.8,2.3,4,2,26.19,False,True,False,122,723.2558139534883,9.2
36,1,90.3,1.65,169,158,71,1.38,1199.0,23.7,3.4,4,2,33.17,False,False,False,98,862.5899280575541,13.6
29,1,86.1,1.65,183,128,71,1.66,1169.0,11.2,3.5,4,3,31.63,True,False,False,112,700.0,14.0
26,1,73.7,1.66,177,125,72,0.93,639.0,26.7,2.2,2,1,26.75,False,False,True,105,679.7872340425531,4.4
24,0,67.7,1.56,177,138,66,1.42,980.0,27.0,2.1,3,2,27.82,True,False,False,111,685.3146853146853,6.300000000000001
45,1,78.3,1.96,166,167,62,1.29,1066.0,29.0,2.2,3,1,20.38,False,False,False,104,820.0,6.6000000000000005
31,0,48.2,1.65,163,166,60,1.1,913.0,26.1,2.5,2,1,17.7,False,False,False,103,822.5225225225224,5.0
48,0,56.8,1.51,185,126,52,1.37,777.0,32.1,2.1,4,2,24.91,True,False,False,133,563.0434782608695,8.4
36,1,112.4,1.63,164,135,58,1.02,757.0,25.0,3.4,4,2,42.3,False,False,False,106,734.9514563106796,13.6
33,0,59.0,1.67,175,124,55,0.9,558.0,33.7,1.9,3,1,21.16,False,False,False,120,613.1868131868132,5.699999999999999
22,1,98.4,1.88,194,135,71,0.52,386.0,21.3,2.2,2,1,27.84,False,False,False,123,728.3018867924528,4.4
52,1,66.5,1.6,185,120,70,1.34,796.0,26.8,2.1,4,2,25.98,True,False,False,115,589.6296296296296,8.4
29,1,106.5,1.81,177,156,60,1.29,1107.0,25.7,2.5,4,2,32.51,False,False,False,117,851.5384615384615,10.0
42,1,88.4,1.93,188,158,65,1.68,1314.0,12.4,3.5,4,3,23.73,False,False,True,123,777.5147928994083,14.0
38,1,88.4,1.79,182,138,68,1.74,1321.0,12.5,3.5,5,3,27.59,False,False,True,114,754.8571428571429,17.5
53,0,53.3,1.74,173,156,54,1.37,962.0,32.2,1.8,3,2,17.6,False,True,False,119,697.1014492753623,5.4
40,0,58.1,1.56,174,136,63,0.61,415.0,34.4,2.2,2,1,23.87,False,False,True,111,669.3548387096774,4.4
33,0,74.2,1.76,192,145,66,1.15,834.0,25.9,1.5,4,2,23.95,False,True,False,126,718.9655172413794,6.0
56,1,84.6,1.63,184,141,52,1.01,705.0,20.2,2.9,4,2,31.84,True,False,False,132,691.1764705882352,11.6
59,1,78.0,1.92,180,127,53,0.72,453.0,28.1,2.7,3,1,21.16,False,False,False,127,620.5479452054794,8.100000000000001
56,1,89.0,1.68,176,152,65,1.77,1332.0,10.5,3.5,5,3,31.53,False,False,True,111,748.314606741573,17.5
31,0,42.7,1.76,182,121,65,1.46,883.0,34.9,2.2,3,1,13.78,False,True,False,117,600.6802721088435,6.6000000000000005
48,1,83.9,1.82,176,149,70,1.9,1401.0,13.1,3.5,5,3,25.33,True,False,False,106,733.5078534031414,17.5
22,0,78.7,1.52,173,166,74,1.45,1204.0,31.5,2.3,3,2,34.06,False,True,False,99,824.6575342465753,6.8999999999999995
52,0,65.9,1.52,188,139,53,1.27,794.0,27.0,2.3,4,2,28.52,False,False,False,135,620.3125,9.2
40,1,76.9,1.92,179,137,68,1.13,851.0,22.4,3.7,4,2,20.86,False,False,True,111,746.4912280701755,14.8
46,1,84.3,2.0,189,162,66,1.83,1467.0,13.3,3.5,5,3,21.07,True,False,False,123,797.2826086956521,17.5
28,0,62.4,1.6,178,129,62,1.1,710.0,34.1,1.7,3,2,24.37,False,True,False,116,639.6396396396395,5.1
35,1,63.7,1.74,198,143,71,1.03,810.0,29.8,2.7,4,2,21.04,True,False,False,127,778.8461538461538,10.8
29,0,54.9,1.52,172,123,72,1.48,910.0,27.0,2.0,3,1,23.76,False,True,False,100,610.738255033557,6.0
26,1,76.4,1.79,177,156,73,1.17,1004.0,21.3,2.7,3,2,23.84,False,True,False,104,850.8474576271187,8.100000000000001
27,1,106.4,1.86,182,123,50,1.34,907.0,20.6,3.1,2,1,30.76,False,False,False,132,671.8518518518518,6.2
34,0,68.4,1.5,192,132,61,1.37,904.0,33.7,2.1,4,2,30.4,False,False,False,131,655.0724637681159,8.4
55,1,63.5,1.86,198,144,53,1.36,969.0,22.9,2.9,4,2,18.35,False,True,False,145,707.2992700729926,11.6
24,0,59.4,1.5,199,132,60,1.25,825.0,25.0,2.0,3,2,26.4,False,False,True,139,654.7619047619047,6.0
30,1,113.4,1.91,177,137,54,1.27,957.0,22.2,3.7,3,1,31.08,True,False,False,123,747.65625,11.100000000000001
57,0,61.9,1.52,168,143,51,0.92,592.0,28.4,2.6,3,1,26.79,True,False,False,117,636.5591397849462,7.800000000000001
59,0,70.7,1.68,192,121,66,1.17,637.0,34.9,1.9,3,2,25.05,False,False,False,126,539.8305084745763,5.699999999999999
26,1,111.5,1.9,191,167,57,1.02,937.0,25.2,2.2,2,1,30.89,False,False,True,134,909.7087378640776,4.4
44,0,72.1,1.66,176,152,55,1.4,958.0,27.0,2.5,2,1,26.16,False,True,False,121,679.4326241134752,5.0
19,1,56.9,1.87,178,138,70,0.61,463.0,23.3,3.7,3,1,16.27,False,False,False,108,746.7741935483871,11.100000000000001
22,1,86.2,1.9,186,128,58,1.91,1345.0,11.7,3.5,5,3,23.88,False,True,False,128,700.5208333333334,17.5
46,1,59.4,1.68,165,147,62,1.16,844.0,20.2,2.5,4,2,21.05,False,True,False,103,721.3675213675214,10.0
54,0,75.6,1.72,194,154,60,0.97,672.0,26.4,1.9,3,1,25.55,False,False,False,134,685.7142857142858,5.699999999999999
55,0,76.3,1.73,196,158,65,1.08,768.0,32.0,2.6,3,1,25.49,False,False,True,131,704.5871559633027,7.800000000000001
36,1,95.8,1.86,193,129,65,1.37,972.0,21.2,3.2,3,1,27.69,True,False,False,128,704.3478260869565,9.600000000000001
25,1,120.6,1.83,179,120,51,1.04,686.0,22.3,2.5,3,2,36.01,False,False,False,128,653.3333333333333,7.5
18,0,65.3,1.55,184,161,59,1.42,1143.0,28.5,2.2,3,2,27.18,False,False,True,125,799.3006993006993,6.6000000000000005
39,1,85.3,1.89,163,140,61,0.77,593.0,27.6,3.6,2,1,23.88,False,True,False,102,760.2564102564103,7.2
34,1,68.0,1.68,169,128,57,0.67,472.0,25.8,3.4,2,1,24.09,False,False,False,112,694.1176470588235,6.8
24,0,52.6,1.57,169,166,60,1.29,1071.0,31.9,2.4,2,1,21.34,True,False,False,109,823.8461538461538,4.8
42,1,63.3,1.77,183,134,59,1.32,876.0,25.7,3.3,3,2,20.2,True,False,False,124,658.6466165413533,9.899999999999999
21,0,76.3,1.65,180,154,62,1.14,878.0,31.8,1.7,3,2,28.03,False,True,False,118,763.4782608695652,5.1
53,1,61.0,1.63,170,124,74,0.54,331.0,20.0,3.4,3,1,22.96,False,False,False,96,601.8181818181818,10.2
23,0,67.8,1.61,186,160,66,1.34,1072.0,34.3,1.8,2,1,26.16,True,False,False,120,794.074074074074,3.6
48,1,114.9,1.86,175,141,56,1.36,949.0,21.1,3.6,3,1,33.21,False,False,False,119,692.7007299270073,10.8
36,1,88.0,1.71,185,160,73,1.87,1646.0,12.0,3.5,5,3,30.09,True,False,False,112,875.531914893617,17.5
56,0,67.7,1.58,189,142,52,1.45,927.0,32.7,1.9,2,1,27.12,False,True,False,137,634.931506849315,3.8
44,1,124.8,1.85,175,126,69,1.35,842.0,24.4,3.5,4,2,36.46,False,True,False,106,619.1176470588235,14.0
27,0,53.0,1.58,166,142,62,1.26,895.0,34.5,1.8,4,2,21.23,False,False,False,104,704.7244094488188,7.2
43,1,61.2,1.88,175,163,68,1.03,831.0,24.7,2.9,3,1,17.32,False,False,True,107,799.0384615384615,8.7
36,0,48.7,1.68,194,144,56,1.23,886.0,33.7,1.6,3,1,17.25,False,False,True,138,714.516129032258,4.800000000000001
56,0,50.6,1.7,175,146,58,1.29,848.0,33.1,2.3,2,1,17.51,False,True,False,117,652.3076923076923,4.6
20,0,72.6,1.73,199,160,68,1.27,1016.0,34.8,2.5,3,2,24.26,True,False,False,131,793.75,7.5
30,0,70.4,1.56,171,125,62,1.03,644.0,34.3,2.4,4,2,28.93,False,False,True,109,619.2307692307692,9.6
45,1,52.5,1.88,194,153,71,1.08,818.0,29.0,2.9,4,2,14.85,False,True,False,123,750.4587155963302,11.6
37,1,76.3,1.77,180,128,57,1.36,957.0,27.3,2.1,4,2,24.35,True,False,False,123,698.5401459854014,8.4
45,0,41.2,1.58,195,168,71,1.47,1111.0,28.7,2.6,2,1,16.5,True,False,False,124,750.6756756756757,5.2
25,0,55.3,1.76,176,152,67,1.56,1186.0,15.5,2.7,4,3,17.85,False,False,True,109,755.4140127388534,10.8
58,0,49.7,1.67,191,125,72,1.38,776.0,31.9,2.3,4,2,17.82,False,True,False,119,558.2733812949641,9.2
56,1,48.3,1.87,165,156,51,0.68,525.0,29.8,3.3,3,1,13.81,True,False,False,114,760.8695652173913,9.899999999999999
18,1,83.2,1.96,183,150,67,1.83,1510.0,13.6,3.5,4,3,21.66,True,False,False,116,820.6521739130435,14.0
20,1,120.5,1.73,186,153,67,1.01,850.0,29.3,3.4,3,2,40.26,False,False,False,119,833.3333333333334,10.2
30,1,121.6,2.0,179,160,60,1.24,1091.0,28.0,3.3,4,2,30.4,False,False,False,119,872.8,13.2
45,0,73.0,1.75,184,148,50,1.14,759.0,26.6,2.0,4,2,23.84,False,False,True,134,660.0,8.0
42,0,57.5,1.67,161,133,63,1.76,1053.0,16.2,2.7,5,3,20.62,False,False,False,98,594.9152542372881,13.5
50,0,42.7,1.53,168,155,65,1.41,983.0,28.4,2.4,4,2,18.24,False,True,False,103,692.2535211267606,9.6
55,1,129.9,1.73,187,155,60,0.69,529.0,21.7,3.1,3,1,43.4,False,False,True,127,755.7142857142858,9.3
23,1,108.6,1.92,197,134,50,0.89,656.0,25.8,3.5,2,1,29.46,False,False,True,147,728.8888888888889,7.0
49,1,88.6,2.0,162,127,56,1.83,1150.0,14.9,3.5,4,3,22.15,False,False,False,106,625.0,14.0
38,0,49.7,1.51,179,145,65,1.25,906.0,32.6,2.5,3,1,21.8,True,False,False,114,719.047619047619,7.5
33,0,56.4,1.54,165,155,63,1.06,822.0,29.2,1.5,3,1,23.78,False,True,False,102,768.2242990654205,4.5
38,1,46.9,1.74,198,167,64,1.03,946.0,20.0,2.6,4,2,15.49,False,True,False,134,909.6153846153845,10.4
28,0,71.3,1.67,192,140,63,1.46,1022.0,28.1,1.5,4,2,25.57,False,True,False,129,695.2380952380953,6.0
54,1,71.6,1.86,160,147,70,1.14,830.0,25.3,2.2,3,2,20.7,False,False,True,90,721.7391304347826,6.6000000000000005
53,1,82.3,1.61,196,123,60,1.87,1139.0,11.6,3.5,5,3,31.75,False,True,False,136,605.8510638297872,17.5
52,0,70.6,1.69,165,135,65,1.36,826.0,26.1,2.2,3,1,24.72,True,False,False,100,602.9197080291971,6.6000000000000005
36,1,109.8,1.62,193,141,68,0.84,651.0,24.4,3.5,3,1,41.84,True,False,False,125,765.8823529411765,10.5
37,0,73.5,1.69,174,131,66,0.54,354.0,27.5,1.6,2,1,25.73,False,False,False,108,643.6363636363636,3.2
35,1,85.6,1.85,185,135,55,1.78,1322.0,14.5,3.5,5,3,25.01,False,True,False,130,738.5474860335196,17.5
58,0,74.6,1.68,173,159,60,1.03,737.0,26.0,2.0,4,2,26.43,False,False,True,113,708.6538461538461,8.0
31,0,63.2,1.8,166,157,66,0.59,463.0,25.5,2.6,2,1,19.51,False,False,False,100,771.6666666666667,5.2
32,0,62.6,1.63,190,161,58,1.67,1344.0,15.0,2.7,5,3,23.56,True,False,False,132,800.0,13.5
48,1,87.1,1.76,183,156,67,1.81,1398.0,11.6,3.5,5,3,28.12,False,True,False,116,768.1318681318681,17.5
18,1,82.3,1.84,190,148,66,1.73,1408.0,13.3,3.5,5,3,24.31,True,False,False,124,809.1954022988506,17.5
20,0,64.3,1.78,188,137,61,1.71,1171.0,18.7,2.7,4,3,20.29,False,False,False,127,680.8139534883721,10.8
33,0,53.7,1.66,191,129,72,1.25,806.0,29.5,2.5,3,1,19.49,True,False,False,119,639.6825396825396,7.5
40,1,63.0,2.0,176,161,71,1.42,1257.0,26.8,2.9,4,2,15.75,False,True,False,105,879.0209790209791,11.6
28,1,128.4,1.86,173,158,71,1.06,921.0,23.6,3.3,4,2,37.11,False,True,False,102,860.7476635514018,13.2
29,1,88.0,1.89,199,137,54,1.75,1319.0,13.3,3.5,5,3,24.64,False,False,False,145,749.4318181818181,17.5
27,0,63.7,1.52,195,120,60,1.19,714.0,25.4,2.1,4,2,27.57,False,True,False,135,595.0,8.4
49,1,83.7,1.87,183,158,53,1.29,1009.0,23.9,2.3,4,2,23.94,True,False,False,130,776.1538461538461,9.2
33,1,102.6,1.75,186,140,53,1.4,1078.0,27.9,2.2,3,2,33.5,True,False,False,133,764.5390070921986,6.6000000000000005
25,0,77.7,1.55,184,120,52,0.55,330.0,33.0,1.7,2,1,32.34,False,False,True,132,589.2857142857142,3.4
55,1,87.5,1.88,191,134,73,1.19,789.0,27.2,2.6,4,2,24.76,False,False,True,118,657.5,10.4
29,1,87.0,1.86,177,123,72,1.52,1028.0,11.0,3.5,4,3,25.15,False,False,True,105,671.8954248366013,14.0
41,1,82.8,1.66,177,139,74,1.97,1355.0,11.2,3.5,5,3,30.05,True,False,False,103,684.3434343434343,17.5
45,0,65.4,1.68,196,129,66,0.76,441.0,35.0,2.6,3,1,23.17,True,False,False,130,572.7272727272727,7.800000000000001
25,0,47.2,1.71,185,142,56,0.89,632.0,26.0,2.5,2,1,16.14,False,False,False,129,702.2222222222222,5.0
45,0,58.2,1.7,168,160,53,0.95,684.0,26.8,2.0,3,1,20.14,False,False,True,115,712.5,6.0
53,0,73.5,1.55,194,153,72,1.17,806.0,26.3,2.1,4,2,30.59,True,False,False,122,683.0508474576271,8.4
43,0,55.2,1.73,167,165,62,1.67,1240.0,16.6,2.7,5,3,18.44,False,False,False,105,738.0952380952381,13.5
25,0,64.4,1.71,179,167,61,1.12,935.0,27.1,1.8,3,1,22.02,True,False,False,118,827.4336283185839,5.4
45,0,73.5,1.74,181,152,50,1.18,807.0,30.0,2.3,4,2,24.28,False,False,False,131,678.1512605042017,9.2
45,1,89.6,1.81,178,153,70,1.7,1287.0,12.4,3.5,5,3,27.35,False,False,True,108,752.6315789473684,17.5
54,1,86.5,1.76,189,158,68,1.48,1158.0,29.0,3.4,3,2,27.92,False,False,True,121,777.1812080536913,10.2
58,0,46.1,1.67,187,129,70,1.28,743.0,25.3,1.8,4,2,16.53,False,False,True,117,575.968992248062,7.2
53,1,68.5,1.97,194,139,69,1.3,894.0,23.2,2.1,3,2,17.65,True,False,False,125,682.442748091603,6.300000000000001
44,1,94.6,1.84,170,120,67,1.26,748.0,26.0,3.1,4,2,27.94,True,False,False,103,588.9763779527559,12.4
34,0,54.2,1.52,190,132,60,1.13,746.0,31.0,2.2,3,1,23.46,False,False,False,130,654.3859649122808,6.6000000000000005
26,1,47.7,1.77,198,120,69,1.15,759.0,24.8,2.7,3,2,15.23,False,True,False,129,654.3103448275863,8.100000000000001
50,1,52.2,1.84,195,124,52,1.38,847.0,28.2,3.1,4,2,15.42,False,True,False,143,609.3525179856116,12.4
37,1,88.8,1.95,189,135,66,1.58,1173.0,10.3,3.5,5,3,23.35,False,False,True,123,737.7358490566037,17.5
30,1,101.0,1.68,182,134,61,1.46,1076.0,28.2,2.9,4,2,35.79,False,True,False,121,731.9727891156463,11.6
45,1,118.4,1.95,178,168,59,1.06,881.0,24.9,2.4,3,2,31.14,False,False,True,119,823.3644859813083,7.199999999999999
46,0,47.9,1.72,171,147,57,1.41,933.0,26.3,2.0,3,1,16.19,False,False,False,114,657.0422535211268,6.0
30,0,51.5,1.74,174,150,64,1.08,810.0,33.9,2.0,3,2,17.01,False,True,False,110,743.1192660550458,6.0
52,0,79.9,1.51,190,142,54,0.75,479.0,31.5,2.6,3,1,35.04,False,True,False,136,630.2631578947369,7.800000000000001
23,1,121.3,1.85,196,167,53,0.72,661.0,21.6,3.6,2,1,35.44,False,False,True,143,905.4794520547946,7.2
35,0,78.9,1.64,196,164,70,1.28,1050.0,25.3,2.6,4,2,29.34,False,False,False,126,813.953488372093,10.4
22,1,88.5,1.62,174,162,69,1.88,1675.0,10.7,3.5,5,3,33.72,False,True,False,105,886.2433862433863,17.5
42,1,73.5,1.63,188,136,68,0.52,350.0,26.1,3.2,3,1,27.66,False,True,False,120,660.377358490566,9.600000000000001
19,1,127.9,1.93,185,168,70,1.27,1173.0,21.8,3.0,4,2,34.34,False,True,False,115,916.40625,12.0
27,1,88.5,1.98,161,153,53,1.8,1515.0,11.1,3.5,4,3,22.57,False,False,False,108,837.0165745856353,14.0
47,0,43.4,1.62,179,132,64,0.51,303.0,25.3,2.3,3,1,16.54,False,False,False,115,582.6923076923076,6.8999999999999995
22,0,42.8,1.56,174,133,66,1.47,978.0,32.2,2.6,3,2,17.59,False,True,False,108,660.8108108108108,7.800000000000001
50,1,64.5,1.79,163,130,61,1.17,753.0,28.1,2.4,4,2,20.13,False,False,True,102,638.135593220339,9.6
18,0,50.7,1.53,181,147,52,1.29,948.0,33.0,2.1,3,2,21.66,False,False,True,129,729.2307692307692,6.300000000000001
35,1,59.2,1.66,197,161,59,1.3,1151.0,21.3,3.2,3,1,21.48,False,True,False,138,878.6259541984732,9.600000000000001
